E.Colli,Coliform,Arsen,Kromium,Kadmium ,Nitrit,Nitrat,Sianida,Selenium,Alumunium,Besi,Kesadahan,Klorida,Mangan,pH,Seng,Sulfat,Tembaga,Amonia,Chlor,BOD5,COD,Bau,Warna,Kekeruhan,Rasa ,Suhu,TDS,Potabilitas
860000000,1700000,"0,000223",5,1,6,"0,741","0,001","0,0001","0,1","0,009","132,47","4,8","0,09","6,87",5,"32,2",2,31,3,3,74,Berbau,"57,85",130,Tidak Berasa,"26,4",99,0
81000000,3500000,"0,000881",5,1,6,"0,741",0,"0,0001","0,07","0,009","125,54","19,2","0,09","6,3",5,"32,2",2,28,3,3,34,Berbau,"32,2",41,Tidak Berasa,"26,4","99,1",0
6400000,2100000,"0,000746",5,1,6,"0,741","0,001","0,0001","0,09","0,009","152,54","19,2","0,09","6,63",5,"32,2",2,31,3,3,45,Berbau,"24,3",14,Tidak Berasa,"26,4","99,2",0
4600,278,"0,000788",5,1,6,0,"0,001","0,0001","0,1","0,009","108,38","11,4","0,09","6,62",5,"32,2",2,36,3,3,38,Berbau,"30,2",6,Tidak Berasa,"26,4",142,0
440000,205,"0,000295",5,1,6,0,0,"0,0001","0,05","0,009","140,5","12,6","0,09","6,54",5,"32,2",2,42,3,3,9,Berbau,"21,9",13,Tidak Berasa,"26,4",142,0
400000,438,"0,000778",5,1,6,0,0,"0,0001","0,1","0,009","130,46","20,2","0,09","6,74",5,"32,2",2,17,3,3,20,Berbau,"21,2",5,Tidak Berasa,"26,4",142,0
700000,273,"0,000552",5,1,6,0,0,"0,0001","0,0922","0,009","121,43","7,8","0,09","6,3",5,"32,2",2,27,3,3,9,Berbau,200,"0,4",Tidak Berasa,"26,4",142,0
210000,25,"0,000138",5,1,6,0,0,"0,0001","0,04","0,009","121,22","9,1","0,09","6,53",5,"32,2",2,19,3,3,24,Berbau,"54,41","0,3",Tidak Berasa,"26,4",142,0
920000,25,"0,000239",5,1,6,0,0,"0,0001","0,022","0,009","174,62","11,6","0,09","6,66",5,"32,2",2,22,3,3,20,Berbau,"55,51","0,2",Tidak Berasa,"26,4",142,0
76000000,25,"0,000336",5,1,6,0,"0,001","0,0001",0,"0,009","132,47","11,4","0,09","6,86",5,"32,2",2,0,3,3,29,Berbau,"40,22","0,3",Tidak Berasa,"26,4",142,0
1000000,25,"0,000697",5,1,6,0,0,"0,0001","0,053","0,009","125,54","12,6","0,09","6,27",5,"32,2",2,17,3,3,36,Berbau,"32,2","0,25",Tidak Berasa,"26,4",142,0
880000,25,"0,000761",5,1,6,0,0,"0,0001","0,113","0,3","152,54","20,2","0,09","6,61",5,"32,2",2,"0,005",3,3,24,Berbau,"110,8","0,6",Tidak Berasa,"26,4","163,5",0
44000000,25,"0,000941",5,1,6,0,"0,006","0,0001","0,141","0,3","108,38","7,8","0,09","6,48",5,"32,2",2,"0,006",3,3,76,Berbau,"63,8","0,9",Tidak Berasa,"26,4","99,6",0
390000000,25,"0,000659",5,1,6,0,0,"0,0001","0,0006","0,3","140,5","9,1","0,09","6,43",5,"32,2",2,"0,013",3,3,232,Berbau,"63,8","0,3",Tidak Berasa,"26,4","99,5",0
640000000,25,"0,00",5,1,6,0,"0,001","0,0001","0,001","0,3","130,46","11,6","0,09","6,7",5,"32,2",2,"0,006",3,3,165,Berbau,"44,65","0,3",Tidak Berasa,"26,4",172,0
840000000,25,"0,00",5,1,6,0,0,"0,0001","0,00","0,3","121,43","15,4","0,09","6,26",5,"32,2",2,"0,006",3,3,138,Berbau,"71,6","0,46",Tidak Berasa,"26,4",179,0
530000000,25,"0,00",5,1,6,0,"0,001","0,0001","0,00","0,3","121,22","15,1","0,09","6,3",5,"32,2",2,31,3,3,260,Berbau,"70,4","0,76",Tidak Berasa,"26,4",136,0
470000000,25,"0,000623",5,1,6,0,"0,001","0,0001","0,03","0,009","174,62","14,6","0,09","6,34",5,"32,2",2,28,3,3,103,Berbau,"60,7","0,28",Tidak Berasa,"26,4",200,0
720000000,25,"0,000114",5,1,6,0,0,"0,0001","0,02",12,"132,47","16,4","0,09","6,41",5,"32,2",2,31,3,3,108,Berbau,"57,2","0,8",Berasa,"26,4","163,5",0
620000000,25,"0,000336",5,1,6,0,0,"0,0001","0,063","0,009","125,54","16,6","0,09","6,63",5,"32,2",2,36,3,3,148,Berbau,"62,7","0,29",Berasa,"26,4","99,6",0
4600000,25,"0,000689",5,1,6,0,0,"0,0001","0,01","0,009","152,54","17,4","0,09","6,28",5,"32,2",2,42,3,3,35,Berbau,"87,5","0,26",Berasa,"26,2","99,5",0
7800000,25,"0,000222",5,1,6,0,0,"0,0001","0,01","0,009","108,38","18,2","0,34","6,6",5,"32,2",2,17,3,3,13,Berbau,"78,6","0,4",Berasa,"27,2",172,0
74000000,25,"0,000954",5,1,6,0,0,"0,0001","0,01","0,009","140,5","4,8","0,09","6,55",5,"32,2",2,27,3,3,81,Berbau,"39,4","27,85",Tidak Berasa,"27,2",179,0
110000000,25,"0,000993",5,1,6,0,"0,001","0,0023","0,038","0,009","130,46","19,2","0,09","6,68",5,"32,2",2,19,3,3,180,Berbau,"89,8","0,39",Berasa,"27,2",136,0
59000000,25,"0,000587",5,1,6,0,0,"0,009","0,056","0,009","121,43","19,2","0,09","6,77",5,"32,2",2,22,3,3,23,Berbau,"87,6","0,46",Berasa,"27,2",200,0
610000000,25,"0,000471",5,1,6,0,0,"0,009","0,012","0,3","121,22","21,6","0,09","6,52",5,"32,2",2,"0,22",3,3,150,Berbau,"25,7","0,24",Berasa,"27,2",99,0
83000000,25,"0,000122",5,1,6,0,0,"0,009","0,063","0,3","174,62","7,1","0,09","6,45",5,"32,2",2,17,3,3,86,Berbau,"39,7","0,32",Berasa,"27,2","99,1",0
480000,25,"0,000232",5,1,6,"0,741",0,"0,009",0,"0,3","132,47","7,8","0,09","6,64",5,"32,2",2,"0,006",3,3,98,Berbau,"40,2","0,48",Berasa,"27,2","99,2",0
880000,25,"0,000996",5,1,6,0,0,"0,009","0,0182","0,009","125,54","9,1","0,09",7,5,"32,2",2,"0,006",3,3,17,Berbau,27,"0,32",Berasa,"27,2","163,5",0
55000000,25,"0,000223",5,1,6,0,0,"0,0023","0,032",12,"152,54","10,1","0,09","6,16",5,"32,2",2,"0,006",3,3,99,Berbau,"27,1","0,39",Berasa,"27,2","99,6",0
64000000,25,"0,000881",5,1,6,0,"0,001","0,0023","0,037","0,009","108,38","10,8","0,09","6,13",5,"32,2",2,"0,006",3,3,85,Berbau,"76,5","1,05",Berasa,"27,2","99,5",0
860000000,25,"0,000746",5,1,6,0,"0,001","0,0023","0,099","0,009","140,5","9,8","0,09","6,18",5,"32,2",2,13,3,3,90,Berbau,"55,5","0,24",Berasa,"27,2",172,0
120000000,25,"0,000788",5,1,6,0,"0,002","0,0001","0,056","0,009","130,46","11,3","0,09","6,2",5,"32,2",2,"0,006",3,3,85,Berbau,"42,8","0,32",Berasa,"26,2","163,5",0
99000000,25,"0,000295",5,1,6,0,"0,005","0,0002","0,1","0,009","121,43","10,8","0,09","6,15",5,"32,2",2,"0,006",3,3,88,Berbau,"45,5","0,74",Berasa,"27,2","99,6",0
700000,25,"0,000778",5,1,6,2,"0,019","0,0001","0,1","0,009","121,22",28,"0,09","6,2",5,"32,2",2,"0,006",3,3,18,Berbau,242,"0,26",Berasa,"27,2","99,5",0
590000000,25,"0,000552",5,1,6,0,"0,002","0,0001","0,1","0,009","174,62","11,3","0,09","6,3",5,"32,2",2,"0,006",3,3,118,Berbau,196,"0,44",Berasa,"28,2",172,0
8400000000,25,"0,000138",5,1,6,0,"0,005","0,0001","0,092","0,009","132,47","10,1","0,09","6,3",5,"32,2",2,12,3,3,162,Berbau,168,"0,66",Berasa,"28,2",179,0
85000000,25,"0,000239",5,1,6,0,"0,019","0,0001","0,065","0,009","125,54","11,1","0,09","6,66",5,"32,2",2,9,3,3,174,Berbau,198,"0,29",Berasa,"26,2",136,0
66000000,25,"0,000336",5,1,6,0,"0,002","0,0001","0,032","0,009","152,54","12,9","0,09","6,5",5,"32,2",2,9,3,3,580,Berbau,"123,5","0,25",Tidak Berasa,"27,2",200,0
54000000,25,"0,000697",5,1,6,0,"0,005","0,0001","0,037","0,009","108,38","13,4","0,09","6,3",5,"32,2",2,"0,006",3,3,460,Berbau,88,"0,33",Tidak Berasa,"27,2",99,0
110000000,25,"0,000761",5,1,6,0,"0,019","0,0001","0,099","0,009","140,5","23,7","0,09","6,4",5,"32,2",2,"0,006",3,3,291,Berbau,115,"0,43",Tidak Berasa,"27,2","99,1",0
630000000,25,"0,000941",5,1,6,0,"0,002","0,0001","0,056","0,009","130,46","17,9","0,09","6,47",5,"32,2",2,"0,006",3,3,90,Berbau,61,"0,22",Tidak Berasa,"28,2","99,2",0
68000000,25,"0,000659",5,1,6,0,"0,005","0,0001","0,012","0,009","121,43","24,4","0,09","6,67",5,"32,2",2,"0,006",3,3,25,Berbau,97,"0,27",Tidak Berasa,"27,2",142,0
53000000,25,"0,000746",5,1,6,0,"0,019","0,0001","0,063","0,009","121,22","15,6","0,09","6,59",5,"32,2",2,31,3,3,96,Berbau,51,"0,27",Tidak Berasa,"28,2",142,0
370000,25,"0,000394",5,1,6,0,"0,006","0,0001","0,089","0,009","174,62","23,7","0,09","6,08",5,"32,2",2,28,3,3,40,Berbau,25,"0,26",Tidak Berasa,"26,2",154,0
1500000,25,"0,000623",5,1,6,0,0,"0,0001","0,01","0,009","132,47","18,2","0,09","6,13",5,"32,2",2,31,3,3,43,Berbau,11,"0,5",Tidak Berasa,"26,2",169,0
150000,25,"0,000114",5,1,6,0,"0,001","0,0001","0,09","0,009","125,54","18,4","0,09","6,21",5,"32,2",2,36,3,3,16,Berbau,24,"0,47",Tidak Berasa,"27,2",175,0
770000000,25,"0,000336",5,1,6,0,0,"0,0001","0,053","0,009","152,54","21,7","0,09","6,55",5,"32,2",2,42,3,3,80,Berbau,16,"0,58",Tidak Berasa,"27,2",201,0
370000,25,"0,000689",5,1,6,0,"0,001","0,0001","0,094","0,009","108,38","20,7","0,1","6,21",5,"32,2",2,17,3,3,40,Berbau,"25,5","0,6",Tidak Berasa,"26,2",239,0
1500000,25,"0,000222",5,1,6,0,"0,001","0,0001","0,011","0,3","140,5","20,7","0,09","6,38",5,"32,2",2,27,3,3,43,Berbau,50,"9,33",Tidak Berasa,"27,2",241,0
150000,16000000,"0,000954",5,1,6,0,0,"0,0001","0,06","0,3","130,46","14,9","0,09","6,58",5,"32,2",2,19,3,3,16,Berbau,19,22,Tidak Berasa,"27,2",250,0
94000000,5400000,"0,000993",5,1,6,0,0,"0,0001","0,095","0,3","121,43","14,1","0,09","6,66",5,"32,2",2,22,3,3,56,Berbau,26,25,Tidak Berasa,"27,2",183,0
75000000,9200000,"0,000587",5,1,6,0,0,"0,0001","0,07","0,3","121,22","20,2","0,09","6,74",5,"32,2",2,0,3,3,63,Berbau,21,19,Tidak Berasa,"28,2",188,0
73000000,3500000,"0,000471",5,1,6,0,0,"0,0001","0,09","0,3","174,62","21,2","0,09","6,39",5,"32,2",2,17,3,3,52,Berbau,21,18,Tidak Berasa,"26,2",196,0
4700000,2800000,"0,000122",5,1,6,0,0,"0,0001","0,1","0,3","174,63","22,7","0,09","6,43",5,"32,2",2,"0,005",3,3,85,Berbau,29,19,Tidak Berasa,"26,2",211,0
820000000,330000,"0,000232",5,1,6,"8,4","0,001","0,0001","0,1","0,3","174,64","13,4","0,09","6,65",5,"32,2",2,"0,006",3,3,111,Berbau,30,28,Tidak Berasa,"27,2",218,0
1000000000,2100000,"0,00",5,1,6,"5,2",0,"0,0001","0,1","0,3","174,65","14,6","0,09","6,67",5,"32,2",2,"0,013",3,3,166,Berbau,26,25,Tidak Berasa,"27,2",178,0
190000000,9200000,"0,000623",5,1,6,0,0,"0,0001","0,1","0,3","132,43","15,4",2,"6,93",5,"32,2",2,"0,006",3,3,330,Berbau,"31,5",25,Tidak Berasa,"28,2",183,0
79000000,9200000,"0,000114",5,1,6,0,0,"0,0001","0,1","0,3","132,44","16,4","0,09","6,2",5,"32,2",2,"0,006",3,3,132,Berbau,38,37,Tidak Berasa,"25,2",206,0
950000000,16000000,"0,000336",5,1,6,0,0,"0,0023","0,1","0,3","132,45","17,3",105,"6,3",5,"32,2",2,31,3,3,65,Berbau,47,30,Tidak Berasa,"26,2",222,0
950000000,1200000,"0,000689",5,1,6,0,0,"0,009","0,1","0,3","132,46","15,6",2,"6,55",5,"35,2",2,28,3,3,146,Berbau,52,41,Tidak Berasa,"26,2",160,0
,1400000,"0,000222",5,1,6,"0,741",0,"0,009","0,1","0,3","132,47","20,7","0,09","6,55",5,"35,3",2,31,3,3,146,Berbau,48,47,Tidak Berasa,"27,2",175,0
,490000,"0,000954",5,1,6,"0,741","0,001","0,009","0,01986","0,3","125,54","21,2","0,09","6,63",5,"29,3",2,36,3,3,146,Berbau,"34,5",46,Tidak Berasa,"28,2",190,0
98000000,3500000,"0,000993",5,1,6,"8,4","0,001","0,009","0,005","0,3","152,54","17,1","0,09","6,32",5,"29,6",2,42,3,3,125,Berbau,"36,5",130,Tidak Berasa,"26,2",193,0
6700000000,1400000,"0,000587",5,1,6,"8,4","0,002","0,009","0,006","0,3","108,38","11,4","0,009","6,17",5,"21,2",2,17,3,3,124,Berbau,39,41,Tidak Berasa,"26,2",201,0
430000,460000,"0,000471",5,1,6,"0,741","0,005","0,0023","0,1","0,3","140,5","12,6","0,09","6,4",5,"23,3",2,27,3,3,34,Berbau,50,14,Tidak Berasa,"27,2",164,0
1500,1100000,"0,000122",5,1,6,"0,741","0,019","0,0023","0,07","0,3","130,46","13,6","0,09","6,63",5,"25,8",2,19,3,3,78,Berbau,37,6,Tidak Berasa,"27,2",203,0
8300000000,2800000,"0,000232",5,1,6,"0,741","0,002","0,0023","0,09","0,3","121,43","14,4","0,09","6,2",5,"27,9",2,22,3,3,215,Berbau,46,13,Tidak Berasa,"26,2",227,0
940000000,2800000,"0,000996",5,1,6,0,"0,005","0,0001","0,1","0,3","121,22","16,9","0,09","6,37",5,"32,2",2,"0,22",3,3,266,Berbau,98,5,Tidak Berasa,"27,2","236,5",0
42000,2200000,"0,000223",5,1,6,0,"0,019","0,0002","0,05","0,3","174,62","13,2","0,09","6,33",5,"35,2",2,"0,006",3,3,32,Berbau,54,"0,4",Tidak Berasa,"27,2",175,0
7300000,5400000,"0,000881",5,1,6,"0,741","0,002","0,0001","0,1","0,3","174,62","13,1","0,09","6,38",5,"35,3",2,13,3,3,104,Berbau,47,"0,3",Tidak Berasa,"27,2",190,0
1400000,9200000,"0,000746",5,1,6,0,"0,005","0,0001","0,0922","0,3","174,62","15,9","0,09","6,63",5,"29,3",2,"0,006",3,3,76,Berbau,"29,5","0,2",Tidak Berasa,"28,2",193,0
5700000000,9200000,"0,000788",5,1,6,0,"0,019","0,0001","0,04","0,3","174,62","13,9","0,09","6,87",5,"29,6",2,"0,006",3,3,58,Berbau,40,"0,3",Tidak Berasa,"26,2","163,5",0
170000,9200000,"0,000295",5,1,6,0,"0,002","0,0001","0,022","0,3","174,62","15,2","0,09","6,85",5,"21,2",2,"0,006",3,3,34,Berbau,57,"0,25",Tidak Berasa,"26,2","99,2",0
6200000000,9200000,"0,000778",5,1,6,0,"0,005","0,0001",0,"0,3","174,62","11,4","0,09","6,93",5,"23,3",2,"0,006",3,3,270,Berbau,40,"0,6",Tidak Berasa,"27,2","163,5",0
110000000,9200000,"0,000552",5,1,6,0,"0,019","0,0001","0,053","0,1","174,62","12,6","0,09","6,93",5,"25,8",2,12,3,3,60,Berbau,53,"0,9",Tidak Berasa,"27,2","99,2",0
110000000,9200000,"0,000138",5,1,6,0,"0,006","0,0001","0,113","0,1","174,62","20,2","0,09","6,63",5,"27,9",2,9,3,3,53,Berbau,42,"0,3",Tidak Berasa,"28,2","163,5",0
100000000,9200000,"0,000239",5,1,6,0,0,"0,0001","0,141","0,1","174,62","7,8","0,09","6,3",5,"32,2",2,9,3,3,97,Berbau,27,"0,3",Tidak Berasa,"25,2","99,6",0
460000,9200000,"0,000336",5,1,6,"0,741","0,001","0,0001","0,0006","0,1","174,62","9,1","0,09","6,54",5,"32,2",2,"0,006",3,3,48,Berbau,51,"0,46",Tidak Berasa,"26,2","99,5",0
130000000,9200000,"0,000697",5,1,6,0,0,"0,0001","0,001","0,1","174,62","11,6","0,09","6,76",5,"32,2",2,"0,006",3,3,168,Berbau,40,"0,76",Tidak Berasa,"26,2",200,0
74000000,9200000,"0,000761",5,1,6,0,"0,001","0,0001","0,00","0,1","174,62","15,4","0,09","6,74",5,"32,2",2,"0,006",3,3,90,Berbau,53,"0,28",Tidak Berasa,"27,2",242,0
490000,9200000,"0,000941",5,1,6,1,"0,001","0,0001","0,00","0,3","174,62","15,1","0,09","6,76",5,"32,2",2,"0,006",3,3,28,Berbau,"36,5","0,8",Tidak Berasa,"30,2",242,0
37000000,5400000,"0,000659",5,1,6,0,0,"0,0001","0,03","0,3","174,62","14,6","0,09","6,44",5,"32,2",2,31,3,3,121,Berbau,76,"0,29",Tidak Berasa,"28,2",242,0
780000000,5400000,"0,000746",5,1,6,0,0,"0,0001","0,02","0,3","174,62","16,4","0,09","6,47",5,"32,2",2,28,3,3,120,Berbau,48,"0,26",Tidak Berasa,"30,2",242,0
160000000,5400000,"0,000394",5,1,6,0,0,"0,0001","0,063","0,3","174,62","16,6","0,09","6,54",5,"35,2",2,31,3,3,148,Berbau,46,"0,4",Tidak Berasa,"28,2",242,0
43000000,5400000,"0,000623",5,1,6,"0,741",0,"0,0001","0,01","0,3","174,62","17,4","0,09","6,63",5,"35,3",2,36,3,3,124,Berbau,32,"27,85",Tidak Berasa,"29,2",242,0
1100000000,5400000,"0,000114",5,1,6,0,0,"0,0001","0,01","0,3","174,62","18,2","0,34","6,47",5,"29,3",2,42,3,3,216,Berbau,"37,5","0,39",Tidak Berasa,"27,3",242,0
4300,5400000,"0,000336",5,1,6,0,"0,001","0,0001","0,01","0,3","174,62","4,8","0,09","6,44",5,"35,2",2,17,3,3,60,Berbau,74,"0,46",Tidak Berasa,"27,3",242,0
550000000,5400000,"0,000689",5,1,6,0,0,"0,0001","0,038","0,3","174,62","19,2","0,09","6,38",5,"35,3",2,27,3,3,181,Berbau,62,"0,24",Tidak Berasa,"27,3",242,0
1200000000,5400000,"0,000222",5,1,6,0,0,"0,0001","0,056","0,3","174,62","19,2","0,09","6,64",5,"29,3",2,19,3,3,124,Berbau,72,"0,32",Tidak Berasa,"28,2",242,0
16000000000,9200000,"0,000954",5,1,6,0,0,"0,0001","0,012","0,063","174,62","21,6","0,09","6,94",5,"29,6",2,22,3,3,170,Berbau,41,"0,48",Tidak Berasa,"29,2","101,1",0
530000000,9200000,"0,000993",5,1,6,0,0,"0,0001","0,063","0,063","174,62","7,1","0,09","6,66",5,"21,2",2,0,3,3,130,Berbau,108,"0,32",Tidak Berasa,"28,2","101,1",0
67000000,9200000,"0,000587",5,1,6,0,0,"0,0001",0,"0,063","174,62","7,8","0,09","6,46",5,"23,3",2,17,3,3,68,Berbau,109,"0,39",Tidak Berasa,"28,2","92,9",0
7300000000,9200000,"0,000471",5,1,6,"0,741",0,"0,0001","0,0182","0,063","174,62","9,1","0,09","6,46",5,"25,8",2,"0,005",3,3,111,Berbau,77,"1,05",Tidak Berasa,"28,2","92,7",0
9800000000,9200000,"0,000122",5,1,6,0,"0,001","0,0001","0,032","0,063","174,62","10,1","0,09","6,41",5,"27,9",2,"0,006",3,3,156,Berbau,66,"0,24",Tidak Berasa,"27,3","101,1",0
8600000000,9200000,"0,000232",5,1,6,0,"0,001","0,0002","0,037","0,063","174,62","10,8","0,09","6,73",5,"32,2",2,"0,013",3,3,111,Berbau,78,"0,32",Tidak Berasa,"28,2","101,1",0
74000000,9200000,0,5,1,6,0,"0,002","0,0003","0,099","0,063","174,62","9,8","0,09","6,48",5,"32,2",2,"0,006",3,3,102,Berbau,58,"0,74",Tidak Berasa,"27,3","101,1",0
3100,9200000,0,5,1,6,0,"0,005","0,0004","0,056","0,063","174,62","11,3","0,09","6,5",5,"32,2",2,"0,006",3,3,49,Berbau,77,"0,26",Tidak Berasa,"27,3","101,1",0
3100000,9200000,0,5,1,6,1,"0,019","0,0005","0,1","0,063","174,62","10,8","0,09","6,55",5,"32,2",2,31,3,3,11,Berbau,71,"0,44",Tidak Berasa,"28,2","92,9",0
640000,9200000,0,5,1,6,1,"0,002","0,0006","0,1","0,063","132,46",28,"0,09","6,83",5,"29,58",2,28,3,3,20,Berbau,67,"0,66",Tidak Berasa,"28,2","92,7",0
1400000,9200000,0,5,1,6,1,"0,005","0,0007","0,1","0,063","132,47","11,3","0,09","6,39",5,"29,56",2,31,3,3,45,Berbau,75,"0,29",Tidak Berasa,"28,2","2,220,0",0
6400,9200000,0,5,1,6,0,"0,019","0,0008","0,092","0,063","125,54","10,1","0,09","6,65",5,"29,5",2,36,3,3,14,Berbau,85,"0,25",Tidak Berasa,"28,2",174,0
3900,9200000,0,5,1,6,0,"0,002","0,0009","0,065","0,063","152,54","11,1","0,09","6,67",5,"29,53",2,42,3,3,48,Berbau,87,"0,33",Tidak Berasa,"29,2",154,0
660000,9200000,0,5,1,6,0,"0,005","0,0010","0,032","0,063","108,38","12,9","0,09","6,71",5,"29,51",2,17,3,3,42,Berbau,70,"0,43",Tidak Berasa,"29,2","101,1",0
74000000,9200000,0,5,1,6,0,"0,019","0,0011","0,037","0,063","140,5","13,4","0,09","6,71",5,"29,49",2,27,3,3,78,Berbau,65,"0,22",Berasa,"29,2","92,9",0
11000000000,9200000,0,5,1,6,0,"0,002","0,0012","0,099","0,063","140,5","23,7","0,09","6,14",5,"29,48",2,19,3,3,420,Berbau,111,"0,27",Berasa,"29,2","92,7",0
290000,9200000,0,5,1,6,0,"0,005","0,0013","0,056","0,063","140,5","17,9","0,09","6,3",5,"29,46",2,22,3,3,144,Berbau,111,"0,27",Berasa,"27,2","2,220,0",0
410000,18000,"0,000587",5,1,6,2,"0,005","0,0013",0,"0,009","132,47","17,9","0,09","5,63",5,"32,2",2,"0,006",3,3,32,Berbau,111,"27,6",Berasa,"27,2","208,5",0
7300000,3900000,"0,000587",5,1,6,0,"0,005","0,0013","0,053","0,009","125,54","17,9","0,09","5,63",5,"32,2",2,"0,006",3,3,39,Berbau,111,"27,6",Berasa,"28,2",154,0
640000,230000,"0,000587",5,1,6,1,"0,005","0,0013","0,113","0,009","152,54","17,9","0,09","5,63",5,"32,2",2,"0,006",3,3,27,Berbau,111,"0,4",Berasa,"26,2",162,0
1300000,5100000,"0,000232",5,1,6,0,"0,005","0,0013","0,141","0,009","108,38","17,9","0,09","5,63",5,"32,2",2,"0,006",3,3,53,Berbau,111,"0,3",Berasa,"26,2",152,0
9400000,56000,"0,000232",5,1,6,2,"0,005","0,0013","0,0006","0,009","140,5","17,9","0,09","5,63",5,"32,2",2,"0,006",3,3,49,Berbau,111,"38,2",Berasa,"27,2",167,0
6700000,3400000,"0,000232",5,1,6,0,"0,005","0,0013","0,001","0,009","130,46","17,9","0,09","5,63",5,"32,2",2,"0,006",3,3,132,Berbau,111,"10,85",Berasa,"27,2","174,5",0
110000,82000,"0,000232",5,1,6,1,"0,005","0,0013","0,00","0,3","121,43","17,9","0,09","5,63",5,"32,2",2,"0,006",3,3,12,Berbau,111,"27,6",Berasa,"28,2",125,0
110000,74000,"0,000232",5,1,6,2,"0,005","0,0013","0,00","0,3","121,22","17,9",2,"5,63",5,"32,2",2,"0,006",3,3,10,Berbau,111,"0,4",Berasa,"25,2",140,0
92000,53000,"0,000232",5,1,6,1,"0,005","0,0013","0,03","0,3","174,62","17,9","0,09","5,63",5,"32,2",2,31,3,3,54,Berbau,111,"0,3",Berasa,"26,2",143,0
9200000000,53000,"0,000232",5,1,6,0,"0,005","0,0013","0,02","0,3","132,47","17,9",105,"5,63",5,"32,2",2,28,3,3,140,Berbau,111,"38,2",Berasa,"26,2","130,5",0
590000,290000,"0,000232",5,1,6,3,"0,005","0,0001","0,063","0,3","125,54","13,2",2,"5,63",5,"32,2",2,31,3,3,20,Berbau,111,"10,85",Berasa,"27,2","93,4",0
790000,520000,"0,000232",5,1,6,1,"0,005","0,0023","0,01","0,3","152,54","13,1","0,09","5,63",5,"32,2",2,36,3,3,15,Berbau,111,"0,4",Berasa,"30,2",111,0
4900000,3800000,"0,000232",5,1,6,2,"0,005","0,009","0,01","0,009","108,38","15,9","0,09","6,46",5,"32,2",2,42,3,3,37,Berbau,111,"0,7",Berasa,"28,2",114,0
8000000000,340000,"0,000232",5,1,6,0,"0,005","0,009","0,01",12,"140,5","13,9","0,09","6,51",5,"32,2",2,17,3,3,158,Berbau,57,"0,2",Berasa,"30,2",114,0
620000,340000,"0,000232",5,1,6,1,"0,005","0,009","0,038","0,009","130,46","15,2","0,009","6,44",5,"32,2",2,"0,006",3,3,19,Berbau,57,"0,2",Berasa,"28,2",151,0
10000000000,340000,"0,000954",5,1,6,0,"0,005","0,009","0,056","0,009","121,43","11,4","0,09","6,5",5,"23,3",2,"0,006",3,3,24,Berbau,40,"0,3",Berasa,"29,2",123,0
6300000,4400000,"0,000993",5,1,6,0,"0,005","0,009","0,012","0,009","121,22","12,6","0,09","6,26",5,"25,8",2,31,3,3,27,Berbau,53,"0,7",Berasa,"27,3",133,0
61000000,45000000,"0,000587",5,1,6,0,"0,005","0,0023","0,063","0,009","174,62","20,2","0,09","6,22",5,"27,9",2,28,3,3,51,Berbau,42,"27,6",Berasa,"27,3",142,0
18000,7000,"0,000471",5,1,6,0,"0,005","0,0023",0,"0,009","132,47","7,8","0,09","6,13",5,"32,2",2,31,3,3,30,Berbau,57,"27,6",Berasa,"27,3",155,0
6500000,4800000,"0,000954",5,1,6,0,"0,005","0,0023",0,"0,009","125,54","9,1","0,09","6,16",5,"32,2",2,36,3,3,30,Berbau,40,"27,6",Berasa,"28,2",161,0
6600000,5200000,"0,000993",5,1,6,0,"0,005","0,0001",0,"0,3","152,54","11,6","0,09","6,39",5,"32,2",2,42,3,3,33,Berbau,53,"27,6",Berasa,"29,2",155,0
560000000,5200000,"0,000587",5,1,6,0,"0,005","0,0002",0,"0,3","108,38","15,4","0,09","6,43",5,"32,2",2,17,3,3,72,Berbau,42,"27,6",Berasa,"28,2",167,0
5800000,4100000,"0,000471",5,1,6,1,"0,002","0,0001","0,053","0,3","140,5","15,1","0,09","6,23",5,"32,2",2,27,3,3,25,Berbau,27,"0,4",Berasa,"28,2",177,0
68000,28000000,"0,000471",5,1,6,1,"0,005","0,0001","0,113","0,009","130,46","14,6","0,09","6,34",5,"32,2",2,19,3,3,10,Berbau,51,"0,3",Berasa,"28,2",170,0
5300000000,28000000,"0,000471",5,1,6,0,"0,019","0,0001","0,141",12,"121,43","16,4","0,09","6,24",5,"32,2",2,22,3,3,147,Berbau,40,"38,2",Berasa,"27,3",182,0
710000000,28000000,"0,000471",5,1,6,0,"0,020","0,0001","0,0006","0,009","121,22","16,6","0,09","6,16",5,"35,2",2,0,3,3,67,Berbau,53,"10,85",Berasa,"28,2",150,0
44000000,28000000,"0,000471",5,1,6,1,"0,005","0,0001","0,001","0,009","174,62","17,4","0,09","6,17",5,"35,3",2,17,3,3,13,Berbau,"36,5","0,4",Berasa,"27,3",208,0
460000,190000,"0,000471",5,1,6,0,"0,020","0,0001","0,00","0,009","174,63","18,2","0,09","6,16",5,"29,3",2,"0,005",3,3,27,Berbau,76,"0,7",Berasa,"27,3",202,0
6600000,5800000,"0,000471",5,1,6,1,"0,020","0,0001","0,00","0,009","174,64","4,8","0,09","6,43",5,"35,2",2,"0,006",3,3,10,Berbau,48,"0,2",Berasa,"28,2",206,0
